Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,1430.0,1460.0,1360.0,1455.0,1377.85009765625,110366200
2021-01-05,1455.0,1470.0,1420.0,1425.0,1349.4407958984375,107023500
2021-01-06,1415.0,1420.0,1340.0,1375.0,1302.092041015625,203948800
2021-01-07,1370.0,1430.0,1360.0,1405.0,1330.5013427734375,204243100
2021-01-08,1450.0,1485.0,1430.0,1445.0,1368.38037109375,165263900
2021-01-11,1490.0,1540.0,1470.0,1525.0,1444.138427734375,278542900
2021-01-12,1530.0,1535.0,1470.0,1475.0,1396.78955078125,183107400
2021-01-13,1530.0,1540.0,1490.0,1515.0,1434.668701171875,204773900
2021-01-14,1525.0,1535.0,1490.0,1495.0,1415.7291259765625,105347800
2021-01-15,1495.0,1495.0,1450.0,1455.0,1377.85009765625,86423600
2021-01-18,1450.0,1485.0,1425.0,1440.0,1363.6455078125,101719800
2021-01-19,1440.0,1460.0,1390.0,1415.0,1339.9710693359375,80577200
2021-01-20,1400.0,1440.0,1385.0,1415.0,1339.9710693359375,77779700
2021-01-21,1425.0,1435.0,1405.0,1410.0,1335.2362060546875,46712900
2021-01-22,1410.0,1420.0,1345.0,1350.0,1278.4176025390625,92579500
2021-01-25,1350.0,1350.0,1260.0,1295.0,1226.333984375,142274300
2021-01-26,1290.0,1335.0,1230.0,1260.0,1193.1898193359375,138670800
2021-01-27,1260.0,1285.0,1215.0,1245.0,1178.985107421875,119157300
2021-01-28,1230.0,1275.0,1190.0,1200.0,1136.3712158203125,201003600
2021-01-29,1220.0,1255.0,1160.0,1200.0,1136.3712158203125,192575300
2021-02-01,1205.0,1235.0,1165.0,1230.0,1164.780517578125,165569500
2021-02-02,1230.0,1265.0,1185.0,1200.0,1136.3712158203125,176841000
2021-02-03,1200.0,1210.0,1155.0,1170.0,1107.9619140625,173080500
2021-02-04,1170.0,1210.0,1150.0,1165.0,1103.22705078125,296042000
2021-02-05,1185.0,1230.0,1175.0,1210.0,1145.8409423828125,225757600
2021-02-08,1240.0,1255.0,1215.0,1220.0,1155.3106689453125,171974800
2021-02-09,1235.0,1235.0,1200.0,1210.0,1145.8409423828125,124214600
2021-02-10,1220.0,1225.0,1195.0,1200.0,1136.3712158203125,70872800
2021-02-11,1200.0,1230.0,1195.0,1215.0,1150.5758056640625,79109900
2021-02-15,1230.0,1240.0,1210.0,1215.0,1150.5758056640625,75301100
2021-02-16,1215.0,1235.0,1205.0,1210.0,1145.8409423828125,72063600
2021-02-17,1210.0,1220.0,1170.0,1180.0,1117.431640625,123787800
2021-02-18,1180.0,1200.0,1165.0,1175.0,1112.69677734375,68479800
2021-02-19,1175.0,1185.0,1160.0,1180.0,1117.431640625,55397800
2021-02-22,1195.0,1230.0,1185.0,1210.0,1145.8409423828125,168255300
2021-02-23,1225.0,1230.0,1200.0,1205.0,1141.1060791015625,96889300
2021-02-24,1215.0,1220.0,1185.0,1185.0,1122.1666259765625,74830000
2021-02-25,1200.0,1215.0,1190.0,1200.0,1136.3712158203125,79549900
2021-02-26,1180.0,1195.0,1175.0,1180.0,1117.431640625,89372000
2021-03-01,1195.0,1200.0,1180.0,1185.0,1122.1666259765625,96722600
2021-03-02,1200.0,1220.0,1185.0,1185.0,1122.1666259765625,125690800
2021-03-03,1195.0,1200.0,1185.0,1185.0,1122.1666259765625,53347200
2021-03-04,1185.0,1235.0,1180.0,1220.0,1155.3106689453125,242780100
2021-03-05,1210.0,1220.0,1175.0,1180.0,1117.431640625,157251500
2021-03-08,1190.0,1200.0,1170.0,1175.0,1112.69677734375,73736900
2021-03-09,1175.0,1190.0,1160.0,1165.0,1103.22705078125,84429300
2021-03-10,1175.0,1185.0,1160.0,1170.0,1107.9619140625,53621900
2021-03-12,1190.0,1225.0,1185.0,1210.0,1145.8409423828125,170821500
2021-03-15,1225.0,1260.0,1220.0,1235.0,1169.515380859375,173813000
2021-03-16,1245.0,1250.0,1205.0,1220.0,1155.3106689453125,99266400
2021-03-17,1215.0,1235.0,1215.0,1230.0,1164.780517578125,67741700
2021-03-18,1245.0,1270.0,1235.0,1270.0,1202.6595458984375,174402800
2021-03-19,1270.0,1300.0,1240.0,1300.0,1231.06884765625,377618800
2021-03-22,1305.0,1340.0,1280.0,1285.0,1216.8641357421875,178934000
2021-03-23,1320.0,1330.0,1290.0,1300.0,1231.06884765625,108812100
2021-03-24,1280.0,1280.0,1220.0,1225.0,1160.045654296875,139175600
2021-03-25,1225.0,1245.0,1190.0,1205.0,1141.1060791015625,119051300
2021-03-26,1215.0,1225.0,1200.0,1220.0,1155.3106689453125,58260700
2021-03-29,1230.0,1235.0,1205.0,1205.0,1141.1060791015625,51416200
2021-03-30,1205.0,1205.0,1170.0,1175.0,1112.69677734375,93116600
2021-03-31,1175.0,1185.0,1160.0,1175.0,1112.69677734375,80881500
2021-04-01,1175.0,1200.0,1170.0,1180.0,1117.431640625,51622400
2021-04-05,1195.0,1205.0,1180.0,1185.0,1122.1666259765625,45262300
2021-04-06,1200.0,1210.0,1180.0,1210.0,1145.8409423828125,48401800
2021-04-07,1210.0,1225.0,1200.0,1220.0,1155.3106689453125,39520700
2021-04-08,1220.0,1230.0,1205.0,1230.0,1164.780517578125,44812000
2021-04-09,1220.0,1230.0,1205.0,1205.0,1141.1060791015625,38632200
2021-04-12,1210.0,1215.0,1175.0,1180.0,1117.431640625,40274800
2021-04-13,1180.0,1185.0,1160.0,1160.0,1098.4921875,61790200
2021-04-14,1175.0,1200.0,1165.0,1195.0,1131.6363525390625,38916200
2021-04-15,1195.0,1200.0,1170.0,1190.0,1126.9014892578125,38983700
2021-04-16,1190.0,1190.0,1175.0,1185.0,1122.1666259765625,37678700
2021-04-19,1185.0,1205.0,1175.0,1185.0,1122.1666259765625,81678100
2021-04-20,1190.0,1205.0,1180.0,1185.0,1122.1666259765625,47902500
2021-04-21,1175.0,1190.0,1175.0,1180.0,1117.431640625,27795700
2021-04-22,1185.0,1190.0,1170.0,1170.0,1107.9619140625,23846500
2021-04-23,1175.0,1205.0,1175.0,1200.0,1136.3712158203125,43584100
2021-04-26,1200.0,1225.0,1185.0,1210.0,1145.8409423828125,66246100
2021-04-27,1225.0,1230.0,1200.0,1210.0,1145.8409423828125,50472900
2021-04-28,1215.0,1230.0,1210.0,1215.0,1150.5758056640625,30395800
2021-04-29,1225.0,1260.0,1220.0,1255.0,1188.454833984375,78611100
2021-04-30,1255.0,1260.0,1235.0,1245.0,1178.985107421875,54932900
2021-05-03,1260.0,1260.0,1230.0,1240.0,1174.250244140625,73385300
2021-05-04,1240.0,1255.0,1235.0,1250.0,1183.719970703125,90623400
2021-05-05,1210.0,1210.0,1185.0,1195.0,1195.0,80251300
2021-05-06,1195.0,1215.0,1185.0,1185.0,1185.0,52912600
2021-05-07,1195.0,1210.0,1180.0,1185.0,1185.0,63337000
2021-05-10,1195.0,1210.0,1190.0,1195.0,1195.0,45753000
2021-05-11,1195.0,1220.0,1190.0,1195.0,1195.0,78403200
2021-05-17,1210.0,1215.0,1180.0,1185.0,1185.0,69060200
2021-05-18,1200.0,1200.0,1170.0,1200.0,1200.0,31413900
2021-05-19,1195.0,1195.0,1175.0,1175.0,1175.0,23994100
2021-05-20,1175.0,1185.0,1170.0,1170.0,1170.0,29580300
2021-05-21,1190.0,1195.0,1160.0,1165.0,1165.0,45227600
2021-05-24,1190.0,1190.0,1160.0,1160.0,1160.0,50015000
2021-05-25,1175.0,1195.0,1165.0,1170.0,1170.0,78866700
2021-05-27,1180.0,1190.0,1165.0,1165.0,1165.0,84522000
2021-05-28,1165.0,1180.0,1160.0,1170.0,1170.0,43862200
2021-05-31,1180.0,1190.0,1170.0,1190.0,1190.0,59786600
2021-06-02,1195.0,1260.0,1195.0,1260.0,1260.0,221123100
2021-06-03,1265.0,1265.0,1235.0,1250.0,1250.0,58947200
2021-06-04,1245.0,1260.0,1210.0,1230.0,1230.0,58632800
2021-06-07,1230.0,1230.0,1200.0,1205.0,1205.0,36090000
2021-06-08,1220.0,1235.0,1205.0,1210.0,1210.0,46908800
2021-06-09,1215.0,1225.0,1205.0,1215.0,1215.0,40082700
2021-06-10,1230.0,1240.0,1210.0,1210.0,1210.0,39268300
2021-06-11,1225.0,1350.0,1225.0,1315.0,1315.0,386854000
2021-06-14,1320.0,1340.0,1295.0,1325.0,1325.0,107804300
2021-06-15,1320.0,1320.0,1280.0,1310.0,1310.0,109048500
2021-06-16,1300.0,1400.0,1290.0,1395.0,1395.0,264328700
2021-06-17,1385.0,1405.0,1355.0,1355.0,1355.0,81946100
2021-06-18,1355.0,1375.0,1285.0,1310.0,1310.0,149122700
2021-06-21,1290.0,1305.0,1250.0,1285.0,1285.0,84475900
2021-06-22,1295.0,1315.0,1275.0,1290.0,1290.0,77750600
2021-06-23,1305.0,1315.0,1255.0,1260.0,1260.0,73515700
2021-06-24,1260.0,1270.0,1225.0,1245.0,1245.0,52732300
2021-06-25,1255.0,1295.0,1235.0,1285.0,1285.0,106349300
2021-06-28,1300.0,1305.0,1230.0,1235.0,1235.0,71317300
2021-06-29,1230.0,1245.0,1205.0,1215.0,1215.0,46827300
2021-06-30,1215.0,1225.0,1190.0,1205.0,1205.0,76460900
2021-07-01,1220.0,1240.0,1195.0,1205.0,1205.0,53853700
2021-07-02,1220.0,1270.0,1205.0,1260.0,1260.0,115326200
2021-07-05,1265.0,1265.0,1230.0,1235.0,1235.0,50259700
2021-07-06,1260.0,1300.0,1255.0,1290.0,1290.0,83567200
2021-07-07,1275.0,1275.0,1230.0,1250.0,1250.0,72700000
2021-07-08,1250.0,1250.0,1210.0,1220.0,1220.0,50605000
2021-07-09,1230.0,1255.0,1215.0,1250.0,1250.0,46284000
2021-07-12,1270.0,1270.0,1235.0,1235.0,1235.0,43425000
2021-07-13,1240.0,1245.0,1220.0,1230.0,1230.0,30860600
2021-07-14,1230.0,1255.0,1215.0,1220.0,1220.0,57171600
2021-07-15,1215.0,1240.0,1215.0,1225.0,1225.0,45141600
2021-07-16,1240.0,1260.0,1225.0,1240.0,1240.0,44257000
2021-07-19,1250.0,1265.0,1240.0,1250.0,1250.0,47573900
2021-07-21,1260.0,1260.0,1235.0,1240.0,1240.0,50329700
2021-07-22,1250.0,1340.0,1240.0,1335.0,1335.0,178204200
2021-07-23,1335.0,1335.0,1295.0,1305.0,1305.0,69244900
2021-07-26,1300.0,1310.0,1275.0,1280.0,1280.0,55386900
2021-07-27,1290.0,1305.0,1260.0,1275.0,1275.0,31381500
2021-07-28,1280.0,1285.0,1255.0,1270.0,1270.0,46422700
2021-07-29,1285.0,1345.0,1275.0,1325.0,1325.0,103637900
